method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,cleaned_method_name,exp_with,compared_with
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,21,0.4964851091422453,0.0843821207720718,"[0.1019124693846487, 0.1019124693846498, 0.0, 0.1652772531772439, 0.1105274833704696, 0.1632423222750112, 0.1632423222750112, 0.1105274833704696, 0.8084341116177943, 0.0, 0.8084341116177933, 1.0, 0.0225363286376628]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,22,0.4935752252885395,0.0865067187909414,"[0.1135343028523609, 0.1135343028523609, 0.0, 0.1599786086978852, 0.1162257786840281, 0.165811653162872, 0.165811653162872, 0.1162257786840281, 0.7980998968865619, 0.0, 0.7980998968865619, 1.0, 0.0283200428445372]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,23,0.4950820686834163,0.085401970330625,"[0.1212102658220639, 0.1212102658220639, 1.1232642860697712e-15, 0.1545223858638296, 0.1312122451557498, 0.1711038316767507, 0.1711038316767507, 0.1312122451557487, 0.7920111018305123, 0.0, 0.7920111018305112, 1.0, 0.0379816117725977]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,24,0.4912377178960286,0.0882399176286174,"[0.1308374188828973, 0.1308374188828973, 0.0, 0.144441869372262, 0.1354489599487264, 0.172893430397943, 0.172893430397943, 0.1354489599487264, 0.7858263401201678, 0.0, 0.7858263401201678, 1.0, 0.0384823147557249]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,25,0.4879339783664941,0.0907301235526133,"[0.1359099970531066, 0.1359099970531055, 0.0, 0.1345930191016469, 0.1344776183621042, 0.1653619691919718, 0.1653619691919707, 0.1344776183621042, 0.7761939994240398, 1.1873376139563689e-15, 0.7761939994240398, 1.0, 0.0356211087004606]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,26,0.4905290828514074,0.0887700404630618,"[0.1335051764936875, 0.1335051764936875, 1.2401867450598153e-15, 0.1255188271673583, 0.117607388479334, 0.1585706195924633, 0.1585706195924633, 0.117607388479334, 0.7791849257362085, 0.0, 0.7791849257362085, 1.0, 0.0370765987512566]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,27,0.4858511565869793,0.0923246373075643,"[0.1375158977563034, 0.1375158977563047, 0.0, 0.125888391441582, 0.1204110279162724, 0.1626733646420658, 0.1626733646420658, 0.1204110279162724, 0.77314634143397, 0.0, 0.77314634143397, 1.0, 0.0321356461321686]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,28,0.4802908278144615,0.0966752982077243,"[0.1417717351839678, 0.1417717351839678, 0.0, 0.1238521179694854, 0.1219965779800517, 0.1704693515628147, 0.1704693515628134, 0.1219965779800517, 0.7699082529228923, 0.0, 0.7699082529228923, 1.0, 0.0249873253883109]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,29,0.4806037845484228,0.0964267759101404,"[0.1434378179743392, 0.1434378179743405, 0.0, 0.1251241969671411, 0.124307714005678, 0.1728321701232935, 0.1728321701232935, 0.124307714005678, 0.7626481813539624, 0.0, 0.7626481813539624, 1.0, 0.0284079184869147]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,30,0.4827410706872178,0.0947412028293933,"[0.1438446954777616, 0.1438446954777616, 0.0, 0.1287943881867267, 0.1255980035981733, 0.1747675755443958, 0.1747675755443958, 0.1255980035981733, 0.7576479117534406, 0.0, 0.757647911753442, 1.0, 0.0347263364660183]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,31,0.4823470739757148,0.0950504007599939,"[0.1463229161454229, 0.1463229161454229, 0.0, 0.1268536415340454, 0.1255542669412224, 0.1727609662526225, 0.1727609662526225, 0.1255542669412224, 0.7508127881282527, 0.0, 0.7508127881282527, 1.0, 0.0370872943039604]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,True,normed_values_normed_weighted_modulations,32,0.4811718633645361,0.0959767749819186,"[0.1561761642216637, 0.1561761642216637, 0.0, 0.1221999112840074, 0.1290125430628689, 0.1891874837636555, 0.1891874837636555, 0.1290125430628689, 0.744462528978817, 0.0, 0.744462528978817, 1.0, 0.0461568560905965]",Method E,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,2,-0.0845154254728516,0.7836920984025225,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,3,-0.0845154254728527,0.7836920984025201,"[1.0, 1.0, 5.921189464667488e-15, 5.921189464667488e-15, 1.0, 1.0, 1.0, 1.0, 2.960594732333744e-15, 5.921189464667488e-15, 0.0, 1.0, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,4,-0.1153436722351628,0.7074895921349016,"[0.8571428571428553, 0.8571428571428579, 0.1428571428571446, 0.1428571428571446, 0.8571428571428579, 0.8571428571428579, 0.8571428571428553, 0.8571428571428553, 0.0, 0.1428571428571446, 0.0, 0.7142857142857132, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,5,-0.0216011734614321,0.9441590296910674,"[0.8200000000000012, 0.8199999999999984, 0.1999999999999991, 0.0, 0.700000000000002, 0.6200000000000007, 0.6200000000000007, 0.700000000000002, 0.0999999999999988, 0.1999999999999977, 0.1000000000000002, 0.7200000000000009, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,6,-0.0323455719782859,0.916456430625748,"[0.8411764705882372, 0.8411764705882352, 0.1764705882352928, 0.0, 0.7352941176470607, 0.6647058823529401, 0.6647058823529423, 0.7352941176470607, 0.0882352941176485, 0.1764705882352928, 0.0882352941176485, 0.7529411764705908, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,7,-0.0699157078542734,0.8204544683520046,"[0.8457142857142864, 0.8457142857142864, 0.1999999999999979, 0.0285714285714252, 0.7428571428571428, 0.6742857142857137, 0.6742857142857137, 0.7428571428571428, 0.0, 0.1999999999999979, 0.0, 0.7600000000000018, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,8,-0.0581624695106506,0.8503003194042416,"[0.921621621621624, 0.921621621621624, 0.1621621621621643, 0.0, 0.8243243243243287, 0.7594594594594652, 0.7594594594594624, 0.8243243243243258, 0.040540540540541, 0.1621621621621643, 0.040540540540541, 0.9081081081081084, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,9,-0.0253724997265867,0.9344272342614516,"[0.9216216216216236, 0.921621621621621, 0.1621621621621637, 0.0, 0.8243243243243248, 0.7594594594594598, 0.7594594594594598, 0.8243243243243273, 0.0765765765765737, 0.1621621621621585, 0.0765765765765763, 0.9891891891891912, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,10,-0.0063861931865748,0.9834805713232232,"[0.9096916299559468, 0.9096916299559468, 0.1982378854625566, 0.0, 0.7907488986784131, 0.7114537444933919, 0.7114537444933919, 0.7907488986784131, 0.1284875183553585, 0.1982378854625566, 0.1284875183553585, 0.9647577092510996, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,11,0.0094094880512846,0.975661833501248,"[0.8959861057506748, 0.8959861057506748, 0.2103434967194157, 0.0, 0.7813585488228468, 0.7454650714010018, 0.7454650714010018, 0.7813585488228468, 0.1431236330888975, 0.2103434967194125, 0.1431236330888975, 1.0, 0.983018139714395]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,12,-0.0156221993931526,0.9596017324891004,"[0.8944298080541954, 0.8944298080541924, 0.2051185547610075, 0.0, 0.7826496048174638, 0.747647722995857, 0.747647722995857, 0.7826496048174638, 0.0691883076151036, 0.2051185547610046, 0.0691883076151007, 0.9751599548362836, 1.0]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,13,-0.0194797299609437,0.949636569644056,"[0.8828500306514825, 0.8828500306514825, 0.1989745685571499, 0.0, 0.7624101354238253, 0.7681577529676195, 0.7681577529676195, 0.7624101354238253, 0.1214944300991344, 0.1989745685571499, 0.1214944300991368, 1.0, 0.8958666939124292]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,14,-0.0403842633750307,0.8957851048729065,"[0.9003766753826192, 0.9003766753826192, 0.1958529137486553, 0.0, 0.7818263270493182, 0.8314121669805655, 0.8314121669805655, 0.7818263270493182, 0.0829813429879263, 0.195852913748653, 0.0829813429879263, 1.0, 0.9131891239554646]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,15,-0.0334432085282638,0.9136307563410888,"[0.9108439413055552, 0.9108439413055516, 0.2326062801813773, 0.0, 0.7570123891951668, 0.8032603661939077, 0.8032603661939077, 0.7570123891951668, 0.1315939477147939, 0.2326062801813773, 0.1315939477147939, 1.0, 0.9073338602545916]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,16,-0.0222746142190577,0.9424206762749512,"[0.872644011443889, 0.872644011443889, 0.2151138902782223, 0.0, 0.7303808550226647, 0.7731509050915603, 0.7731509050915603, 0.7303808550226647, 0.1406335401314146, 0.2151138902782223, 0.1406335401314146, 1.0, 0.8504622122476212]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,17,-0.0416816020252131,0.8924543754719023,"[0.8740099460073075, 0.8740099460073075, 0.2116313453124371, 0.0, 0.721371903607416, 0.8161344853468778, 0.8161344853468778, 0.721371903607416, 0.1122594109115154, 0.2116313453124341, 0.1122594109115154, 1.0, 0.8295869448119209]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,18,-0.0278005724632608,0.9281660226201552,"[0.8642681027919429, 0.8642681027919454, 0.2169617682513657, 0.0, 0.7012385637213939, 0.787871402091457, 0.787871402091457, 0.7012385637213939, 0.1352486217706719, 0.2169617682513657, 0.1352486217706693, 1.0, 0.82365617969076]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,19,-0.0359211552267934,0.9072551965337264,"[0.8596816929991159, 0.8596816929991159, 0.2175174706441183, 0.0, 0.6907235570161264, 0.7804203702948157, 0.7804203702948179, 0.6907235570161286, 0.1441015193021914, 0.217517470644116, 0.1441015193021937, 1.0, 0.782921743873504]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,20,-0.027319497513325,0.9294062669840372,"[0.8571287663593258, 0.8571287663593217, 0.2259013788801341, 0.0, 0.684889591735541, 0.7840852208276187, 0.7840852208276146, 0.684889591735541, 0.1485134939588231, 0.2259013788801382, 0.1485134939588231, 1.0, 0.7984857534511949]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,21,-0.033280645515451,0.9140491883150942,"[0.8455791453910237, 0.8455791453910237, 0.2225324555810116, 0.0, 0.6731935658675273, 0.7822596444855748, 0.7822596444855748, 0.6731935658675311, 0.1503232438698794, 0.2225324555810116, 0.1503232438698794, 1.0, 0.7578548238859654]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,22,-0.0237753140535902,0.9385477730093024,"[0.8415782239594429, 0.8415782239594396, 0.2289415875463027, 0.0, 0.6647951401634343, 0.7778622610325195, 0.7778622610325162, 0.6647951401634378, 0.1670160907044728, 0.2289415875463027, 0.1670160907044728, 1.0, 0.7590687461732971]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,23,-0.0314837943593543,0.9186755621507668,"[0.8532937986251826, 0.8532937986251826, 0.2390863001071649, 0.0, 0.6578561323912906, 0.7883280585978663, 0.7883280585978695, 0.6578561323912906, 0.1669240675421013, 0.2390863001071649, 0.1669240675421013, 1.0, 0.7625056648751135]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,24,-0.0309759004265097,0.9199836759647896,"[0.8450975812316164, 0.8450975812316193, 0.238313491842225, 0.0, 0.6579182144304041, 0.7828769954232907, 0.7828769954232936, 0.6579182144304041, 0.1654944677056464, 0.238313491842225, 0.1654944677056464, 1.0, 0.7497229272663444]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,25,-0.0267251092168754,0.9309388434490604,"[0.8404787750816222, 0.8404787750816222, 0.2450767914067321, 0.0, 0.6484782658022461, 0.7866206722415958, 0.7866206722415932, 0.6484782658022434, 0.1750697106485679, 0.2450767914067321, 0.1750697106485679, 1.0, 0.7437341845313534]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,26,-0.0321732365509791,0.9169001610779984,"[0.8349072659987979, 0.8349072659987979, 0.2400667284655621, 0.0, 0.6446901069466039, 0.7954601526845569, 0.7954601526845569, 0.6446901069466039, 0.1735721551872472, 0.2400667284655597, 0.1735721551872472, 1.0, 0.7209867532715272]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,27,-0.0241001122378129,0.9377097172065668,"[0.8255963148727873, 0.8255963148727873, 0.2425958219087073, 0.0, 0.6292348931029864, 0.7750383022888028, 0.775038302288805, 0.6292348931029864, 0.1946220790497799, 0.2425958219087096, 0.1946220790497799, 1.0, 0.6999264274671538]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,28,-0.0313378023825308,0.9190515548055052,"[0.8374986969575449, 0.8374986969575449, 0.2487923546688946, 0.0, 0.6290048222489484, 0.7891963910652607, 0.789196391065265, 0.6290048222489484, 0.1898275209623169, 0.2487923546688946, 0.1898275209623169, 1.0, 0.710873188477987]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,29,-0.0353367222132239,0.9087584485194008,"[0.8289451295775733, 0.8289451295775733, 0.2380620867762426, 0.0, 0.6228697429721876, 0.7855004084848297, 0.7855004084848336, 0.6228697429721876, 0.1815807875126254, 0.2380620867762387, 0.1815807875126215, 1.0, 0.6898210288672837]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,30,-0.0354472740275491,0.9084740705808104,"[0.8275985931442851, 0.8275985931442851, 0.2385963397935643, 0.0, 0.6219483412813888, 0.7780552540971399, 0.7780552540971399, 0.6219483412813888, 0.1858751876412668, 0.2385963397935643, 0.1858751876412668, 1.0, 0.6821175616830591]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,31,-0.0356921294853026,0.907844252487258,"[0.8215093687348342, 0.8215093687348308, 0.2367668033253296, 0.0, 0.6159569697721432, 0.7818992634547466, 0.7818992634547466, 0.6159569697721432, 0.1862478772539604, 0.2367668033253296, 0.1862478772539604, 1.0, 0.6695589861032987]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,True,False,normed_values_only_modulations,32,-0.0311657096283631,0.9194947881768024,"[0.8182530891111046, 0.8182530891111077, 0.2385960323390281, 0.0, 0.6088308920087795, 0.7735311132239454, 0.7735311132239454, 0.6088308920087826, 0.1976416636838364, 0.2385960323390281, 0.1976416636838364, 1.0, 0.6623247083107805]",Method D,Triads,ranking_order
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,2,0.3479705344607583,0.2439875496030372,"[0.2413793103448275, 0.2413793103448275, 0.160919540229885, 0.5517241379310344, 0.2413793103448275, 0.4655172413793103, 0.4655172413793103, 0.2413793103448275, 0.9195402298850572, 0.160919540229885, 0.9195402298850572, 1.0, 0.0]",Method C,Triads,ranking_order
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,3,0.5343107389140948,0.0599672149817222,"[0.0, 0.0, 0.1473214285714286, 0.3348214285714286, 0.2031250000000001, 0.0781250000000001, 0.0781250000000001, 0.2031250000000001, 0.9910714285714286, 0.1473214285714286, 0.9910714285714286, 1.0, 0.0468750000000001]",Method C,Triads,ranking_order
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,4,0.4876768823160929,0.0909259133026894,"[0.0934707903780069, 0.0934707903780068, 0.0461626575028638, 0.2337915234822452, 0.1560137457044673, 0.1848797250859107, 0.1848797250859107, 0.1560137457044673, 0.8901489117983964, 0.0461626575028636, 0.8901489117983964, 1.0, 0.0]",Method C,Triads,ranking_order
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,5,0.3444841389980786,0.2490645747206163,"[0.2441983122362868, 0.2441983122362868, 0.1057489451476793, 0.4840939373750831, 0.2987869198312236, 0.4517405063291139, 0.4517405063291139, 0.2987869198312237, 0.8227848101265821, 0.1057489451476793, 0.8227848101265821, 1.0, 0.0]",Method C,Triads,ranking_order
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,6,0.4071022208691176,0.1673953059532668,"[0.2006606110652353, 0.2006606110652354, 0.1409769421330115, 0.4057422346439688, 0.2767960363336085, 0.3438480594549959, 0.3438480594549959, 0.2767960363336086, 0.8780537381693452, 0.1409769421330114, 0.8780537381693452, 1.0, 0.0]",Method C,Triads,ranking_order
